Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Recommended_Exercises,Exercise_Type_Details
46,Female,52.0,1.65,165,147,63,0.7,463.0,Cardio,34.1,1.9,2,1,19.1,"30 Legs Walking Lunge, Burpee box jump, Bicycling","Type: Cardio, Equipment: Body Only, Level: Intermediate"
43,Female,42.2,1.65,162,148,59,1.33,886.0,Cardio,34.6,2.3,3,2,15.5,"Holman Right Squat Thrust, Push-jerk, Walking lunge with hip extension","Type: Cardio, Equipment: Body Only, Level: Beginner"
27,Male,89.3,1.64,192,162,64,1.82,1622.0,HIIT,12.1,3.5,4,3,33.2,"Holman Straight-Legged Bicycle, Single-Arm Cable Outward-Facing Biceps Curl, Holman Low-Impact Crab Kick","Type: Cardio, Equipment: Body Only, Level: Beginner"
43,Male,110.0,1.76,160,122,50,1.09,658.0,Yoga,22.0,3.4,3,1,35.51,"Shoulder tap, Dumbbell spell caster, Clean Deadlift","Type: Stretching, Equipment: Body Only, Level: Intermediate"
51,Female,66.2,1.58,164,129,65,0.86,499.0,HIIT,31.3,2.3,3,1,26.52,"Holman Elbow Plank to Stacked Plank Hip Drop, MetaBurn Tabletop With Russian Kick, Landmine squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
58,Male,58.6,1.66,172,161,60,1.21,964.0,HIIT,26.8,2.9,2,1,21.27,"Boss Everline Resistance-Band Pull Sprint, HM Superman Plank, Jerk Dip Squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
24,Male,51.0,1.67,178,133,72,0.97,710.0,Strength,21.3,2.8,3,1,18.29,"Single-arm incline dumbbell bench press, Seated palms-up wrist curl, Single-leg hack squat","Type: Strength, Equipment: Body Only, Level: Intermediate"
21,Male,101.5,1.95,171,131,69,0.97,699.0,Yoga,27.9,3.1,3,1,26.69,"MetaBurn Plyo Push-Up, Holman Right Arm Heavy Overhead Press, Barbell stiff-legged deadlift","Type: Stretching, Equipment: Body Only, Level: Intermediate"
28,Male,114.2,1.87,184,166,55,1.05,959.0,Strength,20.2,3.2,3,2,32.66,"FYR2 Sprawl Over Kettlebell, Kettlebell front rack lunge, Single-arm cable front raise","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
46,Male,54.4,1.72,194,161,73,0.91,725.0,Cardio,24.8,2.9,2,1,18.39,"Single-arm stiff-legged deadlift, 3D dumbbell lunge, Seated Calf Raise - Gethin Variation","Type: Cardio, Equipment: Other, Level: Beginner"
53,Female,52.4,1.57,171,149,71,1.34,898.0,HIIT,28.3,2.2,3,2,21.26,"Dumbbell Fix Dumbbell Russian Twist, Lying leg curl, Standing cable high-to-low twist","Type: Cardio, Equipment: Body Only, Level: Intermediate"
42,Male,85.2,1.81,189,151,65,1.54,1151.0,Yoga,13.7,3.5,5,3,26.01,"Exercise ball leg curl, Taylor Towel Kettlebell Farmer's Walk, AM Cable Crunch","Type: Stretching, Equipment: Body Only, Level: Intermediate"
38,Male,83.6,1.74,164,151,51,1.66,1379.0,Cardio,11.6,3.5,5,3,27.61,"Holman Skate, Alternating Leg Swing, Holman Heavy Hip Drive","Type: Cardio, Equipment: Body Only, Level: Intermediate"
53,Male,115.4,1.92,193,161,50,1.36,1084.0,Yoga,28.3,2.2,4,2,31.3,"Hanging exercise ball leg raise, HM Side-Plank with Kick, Holman Wide Hill Climber","Type: Stretching, Equipment: Body Only, Level: Intermediate"
27,Male,71.2,1.97,181,151,73,0.74,615.0,HIIT,25.9,3.6,3,1,18.35,"Reverse Diagonal Skaters, Holman Weighted Burpee to Overhead Alternating Reverse Lunge, Holman Elbow Plank","Type: Cardio, Equipment: Body Only, Level: Intermediate"
54,Female,78.1,1.6,198,145,73,1.1,718.0,Yoga,32.9,2.4,4,2,30.51,"Plank Walk, Dumbbell external shoulder rotation, Holman Crab Kick with Hop","Type: Stretching, Equipment: nan, Level: Beginner"
26,Female,54.2,1.65,172,120,58,1.07,642.0,Cardio,34.9,1.9,4,2,19.91,"Standing Soleus And Achilles Stretch, Smith machine back squat, HM Left-Leg Lunge And Kick-Out","Type: Cardio, Equipment: Body Only, Level: Intermediate"
41,Female,77.6,1.76,162,161,71,1.27,920.0,Strength,31.8,2.2,4,2,25.05,"HM In-And-Out Squat Jump, Weighted Crunch - Gethin Variation, EZ-Bar Skullcrusher - Gethin Variation","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
52,Female,44.1,1.62,179,121,61,1.41,768.0,HIIT,34.8,1.6,3,1,16.8,"Dumbbell Fix Full Man Maker, Shin hug, Double Kettlebell Swing","Type: Cardio, Equipment: Other, Level: Intermediate"
52,Male,85.5,1.8,190,136,66,1.7,1144.0,Strength,10.1,3.5,5,3,26.39,"Single-dumbbell push-up, Olympic Squat, Romanian Deadlift With Dumbbells","Type: Strength, Equipment: Body Only, Level: Intermediate"
53,Female,47.8,1.76,164,149,74,1.06,711.0,HIIT,28.4,1.5,4,2,15.43,"Parallel bars leg raise, Forward Band Walk, Burpee","Type: Cardio, Equipment: Body Only, Level: Beginner"
35,Male,102.5,1.94,183,158,64,0.84,730.0,Cardio,21.1,2.4,2,1,27.23,"Kettlebell pass-through lunge, Close-stance dumbbell front squat, Burpee Box-Jumps","Type: Cardio, Equipment: Machine, Level: Intermediate"
56,Male,118.0,1.9,199,126,68,0.66,412.0,HIIT,22.6,3.2,2,1,32.69,"High knees, Cable Hip Adduction, Push-jerk","Type: Cardio, Equipment: Body Only, Level: Intermediate"
49,Male,82.3,1.84,192,146,71,1.29,932.0,Strength,28.4,3.4,4,2,24.31,"Muscle Beach Front Kick, MetaBurn Split-Leg Crunch, Holman Straight-Legged Bicycle","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
41,Male,81.6,1.87,167,128,59,1.87,1185.0,HIIT,10.2,3.5,5,3,23.33,"Push-up to side plank, Decline plate sit-up, Holman Seated Knee Pull-In Series","Type: Cardio, Equipment: Other, Level: Beginner"
40,Male,60.2,1.88,183,141,61,1.22,946.0,Cardio,25.2,3.0,3,2,17.03,"30 Legs Walking Lunge, HM Left Calf-Spike Sumo Pulse, Kettlebell thruster progression","Type: Cardio, Equipment: Body Only, Level: Intermediate"
49,Female,49.2,1.54,179,153,63,1.28,881.0,HIIT,30.7,2.1,3,2,20.75,"MetaBurn Tabletop Hip Thrust, Single-arm bent-over rear delt fly, FYR2 Medicine Ball Knees-to-Chest","Type: Cardio, Equipment: Machine, Level: Intermediate"
54,Female,46.6,1.5,175,165,58,1.38,1025.0,Strength,30.6,2.0,2,1,20.71,"Weighted Jump Squat, Over bench jump, Tricep Dumbbell Kickback","Type: Strength, Equipment: Dumbbell, Level: Beginner"
29,Female,68.7,1.72,171,168,62,1.08,907.0,Cardio,29.8,1.7,4,2,23.22,"Holman Weighted Squat Jump, Holman Left Reverse Lunge, Dumbbell Squat Snatch","Type: Cardio, Equipment: Machine, Level: Intermediate"
30,Female,60.6,1.55,172,120,52,1.3,780.0,Strength,32.9,1.6,3,2,25.22,"HM Low Lunge With External Twist, Holman Feet-Elevated Plank with Shoulder Tap, Band push-up","Type: Strength, Equipment: Machine, Level: Intermediate"
40,Male,52.1,1.61,198,128,70,0.87,612.0,HIIT,21.3,3.3,2,1,20.1,"HM Alternating Jump Lunge, Cable Seated Crunch, Barbell roll-out","Type: Cardio, Equipment: Body Only, Level: Intermediate"
42,Female,46.6,1.77,184,139,63,0.61,382.0,Yoga,28.1,2.6,2,1,14.87,"Exercise Ball Knee Tuck - Gethin Varation, Holman Plate Burpee, Linear 3-Part Start Technique","Type: Stretching, Equipment: Body Only, Level: Intermediate"
52,Male,65.5,1.74,191,138,70,1.48,1011.0,Strength,26.2,2.8,4,2,21.63,"Squat Press Shoulder Press - Gethin Variation, Calf Raises - With Bands, Peroneals-SMR","Type: Strength, Equipment: Body Only, Level: Intermediate"
58,Female,44.2,1.57,183,155,59,1.08,753.0,HIIT,31.9,2.3,3,1,17.93,"Holman Left Hand Right Foot Crab Reach, FYR2 Kettlebell Cross-Body Catch, Partner target sit-up","Type: Cardio, Equipment: Machine, Level: Intermediate"
47,Male,89.1,1.84,168,159,65,1.44,1133.0,Yoga,24.0,3.6,3,2,26.32,"Bent-over plate rear delt raise, AM Barbell Shoulder Press, Dumbbell Lying Hamstring Curl","Type: Stretching, Equipment: Body Only, Level: Intermediate"
34,Male,65.9,1.62,199,164,56,0.81,731.0,Yoga,28.8,2.2,2,1,25.11,"Upper Back-Leg Grab, HM Single-Leg Inchworm, HM Bridge","Type: Stretching, Equipment: Body Only, Level: Intermediate"
37,Female,55.6,1.57,182,123,53,0.97,597.0,Cardio,29.2,2.4,2,1,22.56,"UP Squat, Natural Glute Ham Raise, Holman Lunge Jump with Overhead Press","Type: Cardio, Equipment: Body Only, Level: Intermediate"
42,Male,63.7,1.98,172,128,69,1.37,868.0,Yoga,24.0,3.0,2,1,16.25,"Barbell Side Bend, Cross-body shoulder stretch, Holman Plate Hill Climber","Type: Stretching, Equipment: nan, Level: Beginner"
39,Male,86.2,1.82,191,160,72,1.96,1725.0,Strength,10.2,3.5,5,3,26.02,"Holman Straight Plank with Dirty Dog, UN Glute Bridge, Barbell speed squat","Type: Strength, Equipment: Barbell, Level: Intermediate"
30,Female,59.2,1.63,174,141,74,1.85,1304.0,Strength,17.8,2.7,4,3,22.28,"MetaBurn Plank With Alternating Toe-Touch, Burpee over kettlebell, Suspended crunch-","Type: Strength, Equipment: Barbell, Level: Intermediate"
36,Male,85.4,1.88,195,137,60,1.98,1492.0,Yoga,13.5,3.5,5,3,24.16,"One-Arm Kettlebell Split Jerk, Exercise Ball Pull-In, Holman Elbow Plank Pike Pull","Type: Stretching, Equipment: Body Only, Level: Intermediate"
53,Female,68.1,1.55,164,131,65,1.41,831.0,HIIT,26.1,2.2,4,2,28.35,"FYR2 Double-Kettlebell Ballin' Lunge, Holman Towel Elbow Plank Jack, Holman Wide Squat Thrust","Type: Cardio, Equipment: Machine, Level: Intermediate"
29,Female,60.0,1.62,181,161,69,0.85,684.0,Strength,28.1,1.9,2,1,22.86,"Seated triceps push-down, Exercise ball roll-out, Narrow-stance leg press","Type: Strength, Equipment: Exercise Ball, Level: Intermediate"
58,Female,74.8,1.69,175,162,53,1.28,933.0,Strength,32.8,2.3,4,2,26.19,"Weighted Push-Up, Bench oblique crunch, Squats - With Bands","Type: Strength, Equipment: Kettlebells, Level: Intermediate"
36,Male,90.3,1.65,169,158,71,1.38,1199.0,Cardio,23.7,3.4,4,2,33.17,"MetaBurn Reverse Lunge With Overhead Raise, FYR Dumbbell Front Squat, Jerk Dip Squat","Type: Cardio, Equipment: Other, Level: Beginner"
29,Male,86.1,1.65,183,128,71,1.66,1169.0,HIIT,11.2,3.5,4,3,31.63,"MetaBurn Star Jump, Landmine squat, HM Sumo Pulse","Type: Cardio, Equipment: Body Only, Level: Beginner"
26,Male,73.7,1.66,177,125,72,0.93,639.0,Yoga,26.7,2.2,2,1,26.75,"Scissor Kick, Power Snatch, 30 Shoulders Seated Dumbbell Shoulder Press","Type: Stretching, Equipment: Body Only, Level: Intermediate"
24,Female,67.7,1.56,177,138,66,1.42,980.0,HIIT,27.0,2.1,3,2,27.82,"Taylor Exercise Ball Stir-The-Pot, Holman Weighted Kneeling Lift, Dumbbell lunge with biceps curl","Type: Cardio, Equipment: Machine, Level: Intermediate"
45,Male,78.3,1.96,166,167,62,1.29,1066.0,Cardio,29.0,2.2,3,1,20.38,"Romanian Deadlift with Kettlebell, Reverse Band Power Squat, Southpaw sprawl","Type: Cardio, Equipment: Body Only, Level: Beginner"
31,Female,48.2,1.65,163,166,60,1.1,913.0,Cardio,26.1,2.5,2,1,17.7,"Standing Soleus And Achilles Stretch, FYR2 Double-Kettlebell Front Rack Lunge, Holman Squat Tap to Hop","Type: Cardio, Equipment: Body Only, Level: Intermediate"
48,Female,56.8,1.51,185,126,52,1.37,777.0,HIIT,32.1,2.1,4,2,24.91,"HM Tuck-Up Burpee, Romanian Deadlift with Kettlebell, MetaBurn Tabletop With Russian Kick","Type: Cardio, Equipment: Other, Level: Beginner"
36,Male,112.4,1.63,164,135,58,1.02,757.0,Cardio,25.0,3.4,4,2,42.3,"Conan's Wheel, Weighted Squat, Walking lunge with hip extension","Type: Cardio, Equipment: Body Only, Level: Intermediate"
33,Female,59.0,1.67,175,124,55,0.9,558.0,Cardio,33.7,1.9,3,1,21.16,"HM Right Calf-Spike Sumo Pulse, HM Walking Frankenstein, 30 Legs Single-Leg Leg Press","Type: Cardio, Equipment: Body Only, Level: Intermediate"
22,Male,98.4,1.88,194,135,71,0.52,386.0,Cardio,21.3,2.2,2,1,27.84,"Holman Kettlebell Swing Transfer, Holman Jump-Out Push-Up, 30 Legs Dumbbell Goblet Squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
52,Male,66.5,1.6,185,120,70,1.34,796.0,HIIT,26.8,2.1,4,2,25.98,"Bench mountain climber, Holman Hands-Elevated Alternating Lunge Jump, Barbell Squat To A Bench","Type: Cardio, Equipment: Body Only, Level: Intermediate"
29,Male,106.5,1.81,177,156,60,1.29,1107.0,Cardio,25.7,2.5,4,2,32.51,"HM Wide Jump Squat, Alternating Hang Clean, Holman Weighted 180 Jump","Type: Cardio, Equipment: Body Only, Level: Beginner"
42,Male,88.4,1.93,188,158,65,1.68,1314.0,Yoga,12.4,3.5,4,3,23.73,"HM Inchworm, HM Single-Leg Inchworm, Single-arm high-cable side bend","Type: Stretching, Equipment: nan, Level: Beginner"
38,Male,88.4,1.79,182,138,68,1.74,1321.0,Yoga,12.5,3.5,5,3,27.59,"Double crunch, Holman Feet-Elevated Plank with Shoulder Tap, Banded crunch","Type: Stretching, Equipment: Bands, Level: Intermediate"
53,Female,53.3,1.74,173,156,54,1.37,962.0,Strength,32.2,1.8,3,2,17.6,"Total Fitness Hollow Hold, Holman Feet-Elevated Hand Tap, Front Raise And Pullover","Type: Strength, Equipment: Body Only, Level: Intermediate"
40,Female,58.1,1.56,174,136,63,0.61,415.0,Yoga,34.4,2.2,2,1,23.87,"King Maker Dumbbell Farmer's Carry, FYR2 Kettlebell Clean and Press, HM Kettlebell Z-Press","Type: Stretching, Equipment: Body Only, Level: Beginner"
33,Female,74.2,1.76,192,145,66,1.15,834.0,Strength,25.9,1.5,4,2,23.95,"30 Legs Glute-Ham Raise, Holman Boat Press with Leg Extension, High knees","Type: Strength, Equipment: Body Only, Level: Intermediate"
56,Male,84.6,1.63,184,141,52,1.01,705.0,HIIT,20.2,2.9,4,2,31.84,"Holman Squat Jump to Alternating Side Lunge Jump, 30 Legs Walking Lunge, HM Single-Leg Touchdown","Type: Cardio, Equipment: Body Only, Level: Intermediate"
59,Male,78.0,1.92,180,127,53,0.72,453.0,Cardio,28.1,2.7,3,1,21.16,"Leg Press, Kettlebell Hang Clean, Glute Ham Raise","Type: Cardio, Equipment: Other, Level: Intermediate"
56,Male,89.0,1.68,176,152,65,1.77,1332.0,Yoga,10.5,3.5,5,3,31.53,"ACFT Hanging leg tuck, HM Ninja Crawl, Holman Straight Plank Donkey Kick","Type: Stretching, Equipment: Body Only, Level: Intermediate"
31,Female,42.7,1.76,182,121,65,1.46,883.0,Strength,34.9,2.2,3,1,13.78,"Holman Alternating Rolling Elbow Plank, KV Barbell Hip Thrust, Band roundhouse elbow","Type: Strength, Equipment: Body Only, Level: Intermediate"
48,Male,83.9,1.82,176,149,70,1.9,1401.0,HIIT,13.1,3.5,5,3,25.33,"Holman 180 Jump, Kneeling quad thoracic stretch, FYR2 Squat Jump","Type: Cardio, Equipment: Body Only, Level: Intermediate"
22,Female,78.7,1.52,173,166,74,1.45,1204.0,Strength,31.5,2.3,3,2,34.06,"Pillar-To-Plank, Dumbbell Side Lunge, Palms-out incline biceps curl","Type: Strength, Equipment: Body Only, Level: Intermediate"
52,Female,65.9,1.52,188,139,53,1.27,794.0,Cardio,27.0,2.3,4,2,28.52,"Single-Leg Hop Progression, Slide Jump Shot, Single Arm Overhead Kettlebell Squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
40,Male,76.9,1.92,179,137,68,1.13,851.0,Yoga,22.4,3.7,4,2,20.86,"Hollow-hold ball toss, Holman Slow Weighted Double Pike, BOSU knee tuck","Type: Stretching, Equipment: Body Only, Level: Intermediate"
46,Male,84.3,2.0,189,162,66,1.83,1467.0,HIIT,13.3,3.5,5,3,21.07,"90/90 Hamstring, Knee up-down, Holman Weighted Burpee to Belly Touch","Type: Cardio, Equipment: Machine, Level: Intermediate"
28,Female,62.4,1.6,178,129,62,1.1,710.0,Strength,34.1,1.7,3,2,24.37,"Holman Hand-Elevated Walk-Over Push-Up, Smith machine bench press throw, Lying cable lateral raise","Type: Strength, Equipment: Body Only, Level: Intermediate"
35,Male,63.7,1.74,198,143,71,1.03,810.0,HIIT,29.8,2.7,4,2,21.04,"Hanging exercise ball leg raise, Hanging alternating single-leg raise, MetaBurn Dumbbell Russian Twist","Type: Cardio, Equipment: Machine, Level: Intermediate"
29,Female,54.9,1.52,172,123,72,1.48,910.0,Strength,27.0,2.0,3,1,23.76,"Supine Chest Throw, Total Fitness Lateral Lunge, Holman Overhead Press","Type: Strength, Equipment: Body Only, Level: Intermediate"
26,Male,76.4,1.79,177,156,73,1.17,1004.0,Strength,21.3,2.7,3,2,23.84,"Holman Feet-Elevated Hill Climber, UN Pull-Up Supinated, Piriformis SMR","Type: Strength, Equipment: Body Only, Level: Intermediate"
27,Male,106.4,1.86,182,123,50,1.34,907.0,Cardio,20.6,3.1,2,1,30.76,"Depth jump box jump, Wall calf stretch, Sled Drag - Harness","Type: Cardio, Equipment: Body Only, Level: Beginner"
34,Female,68.4,1.5,192,132,61,1.37,904.0,Cardio,33.7,2.1,4,2,30.4,"Barbell Good Morning - Gethin Variation, Single Arm Overhead Kettlebell Squat, Front Squat (Bodybuilder)","Type: Cardio, Equipment: Body Only, Level: Intermediate"
55,Male,63.5,1.86,198,144,53,1.36,969.0,Strength,22.9,2.9,4,2,18.35,"Dumbbell V-sit cross jab-, 30 Shoulders Seated Dumbbell Front Raise, HM Kettlebell Windmill","Type: Strength, Equipment: Other, Level: Intermediate"
24,Female,59.4,1.5,199,132,60,1.25,825.0,Yoga,25.0,2.0,3,2,26.4,"Standing Military Press - Gethin Variation, Holman Shoulder Tap to Dirty Dog, Seated face pull","Type: Stretching, Equipment: Body Only, Level: Intermediate"
30,Male,113.4,1.91,177,137,54,1.27,957.0,HIIT,22.2,3.7,3,1,31.08,"Total Fitness Broad Jump, Tyler Holt Weighted Knee-To-Chest Crunch, Kettlebell Hang Clean","Type: Cardio, Equipment: Body Only, Level: Intermediate"
57,Female,61.9,1.52,168,143,51,0.92,592.0,HIIT,28.4,2.6,3,1,26.79,"FYR2 Double-Kettlebell Ski, Bottoms Up, Holman Right Reverse Lunge","Type: Cardio, Equipment: Body Only, Level: Beginner"
59,Female,70.7,1.68,192,121,66,1.17,637.0,Cardio,34.9,1.9,3,2,25.05,"Holman Pilates Single-Leg Stretch, Front Squat (Clean Grip), HM Squat Lunge","Type: Cardio, Equipment: Body Only, Level: Intermediate"
26,Male,111.5,1.9,191,167,57,1.02,937.0,Yoga,25.2,2.2,2,1,30.89,"Holman Weighted Hook Punch, Hand Stand Push-Up, Holman Seated Pike","Type: Stretching, Equipment: nan, Level: Beginner"
44,Female,72.1,1.66,176,152,55,1.4,958.0,Strength,27.0,2.5,2,1,26.16,"Holman Right Hand Left Foot Crab Reach, HM Floor Kick, Holman Hands-Elevated Split Jack","Type: Strength, Equipment: Body Only, Level: Intermediate"
19,Male,56.9,1.87,178,138,70,0.61,463.0,Cardio,23.3,3.7,3,1,16.27,"Single-arm side deadlift, Dumbbell Fix Dumbbell Swing, Bouncing lunge","Type: Cardio, Equipment: Machine, Level: Intermediate"
22,Male,86.2,1.9,186,128,58,1.91,1345.0,Strength,11.7,3.5,5,3,23.88,"King Maker Dumbbell Lateral Raise, Bodyweight Walking Lunge, Holman Weighted Burpee to Renegade Side Punch","Type: Strength, Equipment: Barbell, Level: Intermediate"
46,Male,59.4,1.68,165,147,62,1.16,844.0,Strength,20.2,2.5,4,2,21.05,"BFR cable rope push-down, Holman Reverse Straight Plank with Alternating Heel Pull-In, Arnold press","Type: Strength, Equipment: Machine, Level: Beginner"
54,Female,75.6,1.72,194,154,60,0.97,672.0,Cardio,26.4,1.9,3,1,25.55,"30 Legs Feet-High Leg Press, Medicine ball jumping jill, FYR Air Squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
55,Female,76.3,1.73,196,158,65,1.08,768.0,Yoga,32.0,2.6,3,1,25.49,"Holman Left Hip Drop Push-Up, Single-arm cable front raise, HM Right Side Hollow Hold with Pulse","Type: Stretching, Equipment: Body Only, Level: Intermediate"
36,Male,95.8,1.86,193,129,65,1.37,972.0,HIIT,21.2,3.2,3,1,27.69,"Holman Killer Abs, Single-leg leg extension-, Parallel bars knee raise","Type: Cardio, Equipment: Body Only, Level: Intermediate"
25,Male,120.6,1.83,179,120,51,1.04,686.0,Cardio,22.3,2.5,3,2,36.01,"King Maker Barbell Back Squat, Reverse Band Power Squat, Inchworm","Type: Cardio, Equipment: Body Only, Level: Intermediate"
18,Female,65.3,1.55,184,161,59,1.42,1143.0,Yoga,28.5,2.2,3,2,27.18,"Suspended Reverse Crunch, Kneeling Cable Crunches, Total Fitness Ab Tuck","Type: Stretching, Equipment: Body Only, Level: Intermediate"
39,Male,85.3,1.89,163,140,61,0.77,593.0,Strength,27.6,3.6,2,1,23.88,"FYR2 Kettlebell Get-Up Reach, Holman Left Split Lunge, Holman Hands-Elevated Alternating Lunge Jump","Type: Strength, Equipment: Cable, Level: Intermediate"
34,Male,68.0,1.68,169,128,57,0.67,472.0,Cardio,25.8,3.4,2,1,24.09,"Single-Leg Press, FYR2 Squat Pulse, Jumping Jack","Type: Cardio, Equipment: Body Only, Level: Intermediate"
24,Female,52.6,1.57,169,166,60,1.29,1071.0,HIIT,31.9,2.4,2,1,21.34,"Flat Bench Lying Leg Raise - Gethin Variation, FYR2 Dumbbell Sit-Up Reach, AM Barbell Squat","Type: Cardio, Equipment: Body Only, Level: Beginner"
42,Male,63.3,1.77,183,134,59,1.32,876.0,HIIT,25.7,3.3,3,2,20.2,"Plank reach, Sumo Squat Pulse, Holman Feet-Elevated Hip Raise","Type: Cardio, Equipment: Body Only, Level: Intermediate"
21,Female,76.3,1.65,180,154,62,1.14,878.0,Strength,31.8,1.7,3,2,28.03,"Vertical Mountain Climber, 30 Decline Reverse Crunch, Holman Kettlebell Squat Clean","Type: Strength, Equipment: Body Only, Level: Intermediate"
53,Male,61.0,1.63,170,124,74,0.54,331.0,Cardio,20.0,3.4,3,1,22.96,"HM In-And-Out Squat, Holman Wide-to-Narrow Donkey Kick, Holman Weighted Burpee to Belly Touch","Type: Cardio, Equipment: Body Only, Level: Intermediate"
23,Female,67.8,1.61,186,160,66,1.34,1072.0,HIIT,34.3,1.8,2,1,26.16,"MetaBurn Sit-Up To V-Up, King Maker Weighted Jump Squat, On-Your-Back Quad Stretch","Type: Cardio, Equipment: Body Only, Level: Intermediate"
48,Male,114.9,1.86,175,141,56,1.36,949.0,Cardio,21.1,3.6,3,1,33.21,"Shuttle run, Smith Machine Reverse Calf Raises, Kneeling hip flexor stretch","Type: Cardio, Equipment: Body Only, Level: Intermediate"
36,Male,88.0,1.71,185,160,73,1.87,1646.0,HIIT,12.0,3.5,5,3,30.09,"UNS Forward-To-Reverse Lunge, Holman Flying Squat Thrust to Push-Up, Holman Squat Jump to Overhead Press","Type: Cardio, Equipment: Other, Level: Intermediate"
56,Female,67.7,1.58,189,142,52,1.45,927.0,Strength,32.7,1.9,2,1,27.12,"Behind-the-head skullcrusher, Full moon-, Wall sit","Type: Strength, Equipment: Body Only, Level: Intermediate"
44,Male,124.8,1.85,175,126,69,1.35,842.0,Strength,24.4,3.5,4,2,36.46,"30 Shoulders Incline Face-Down Dumbbell Reverse Fly, Barbell back squat to box, Jack Knives","Type: Strength, Equipment: Bands, Level: Beginner"
27,Female,53.0,1.58,166,142,62,1.26,895.0,Cardio,34.5,1.8,4,2,21.23,"Holman Feet-Elevated Squat Thrust, Sled push-, FYR Jumping Lunge","Type: Cardio, Equipment: Body Only, Level: Beginner"
43,Male,61.2,1.88,175,163,68,1.03,831.0,Yoga,24.7,2.9,3,1,17.32,"Double Kettlebell Swing, MetaBurn Tabletop Hip Thrust, Side Jackknife","Type: Stretching, Equipment: Body Only, Level: Intermediate"
36,Female,48.7,1.68,194,144,56,1.23,886.0,Yoga,33.7,1.6,3,1,17.25,"Swiss Ball V-Up With Foot Pass, Flutter kick, Holman Weighted Kneeling Lift","Type: Stretching, Equipment: Body Only, Level: Intermediate"
56,Female,50.6,1.7,175,146,58,1.29,848.0,Strength,33.1,2.3,2,1,17.51,"Pop Squat On Leg Press, Rickshaw Carry, Seated Straigh-Bar Curl Superset","Type: Strength, Equipment: Body Only, Level: Intermediate"
20,Female,72.6,1.73,199,160,68,1.27,1016.0,HIIT,34.8,2.5,3,2,24.26,"Butt-Ups, Clean, Side Lunge Touching Heel","Type: Cardio, Equipment: Body Only, Level: Intermediate"
30,Female,70.4,1.56,171,125,62,1.03,644.0,Yoga,34.3,2.4,4,2,28.93,"Incline dumbbell front raise, HM Bent-Over Rear-Delt Fly, Holman Right Hand Left Foot Sleeping Crab","Type: Stretching, Equipment: Other, Level: Beginner"
45,Male,52.5,1.88,194,153,71,1.08,818.0,Strength,29.0,2.9,4,2,14.85,"MetaBurn Dumbbell Drag Curl, Pigeon stretch, Lying Close-Grip Bar Curl On High Pulley - Gethin Variation","Type: Strength, Equipment: Body Only, Level: Intermediate"
37,Male,76.3,1.77,180,128,57,1.36,957.0,HIIT,27.3,2.1,4,2,24.35,"HM Crab Crunch, Lying hamstring stretch with band, Band front squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
45,Female,41.2,1.58,195,168,71,1.47,1111.0,HIIT,28.7,2.6,2,1,16.5,"Dumbbell hollow-body floor press, Holman Towel Alternating Prisoner Squat, Holman Hands-Elevated Lunge Jump","Type: Cardio, Equipment: Machine, Level: Beginner"
25,Female,55.3,1.76,176,152,67,1.56,1186.0,Yoga,15.5,2.7,4,3,17.85,"Active hang from bar, Dumbbell Incline Shoulder Raise, Barbell front raise","Type: Stretching, Equipment: Body Only, Level: Intermediate"
58,Female,49.7,1.67,191,125,72,1.38,776.0,Strength,31.9,2.3,4,2,17.82,"Decline Close-Grip Bench To Skull Crusher, MetaBurn 3-Phase Push-Up, Clean from Blocks","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
56,Male,48.3,1.87,165,156,51,0.68,525.0,HIIT,29.8,3.3,3,1,13.81,"Decline kayak, Natural Glute Ham Raise with Stability Ball, UP Leg Press","Type: Cardio, Equipment: Body Only, Level: Intermediate"
18,Male,83.2,1.96,183,150,67,1.83,1510.0,HIIT,13.6,3.5,4,3,21.66,"Hang Snatch - Below Knees, Barbell Full Squat, Holman Burpee to Jump","Type: Cardio, Equipment: Body Only, Level: Intermediate"
20,Male,120.5,1.73,186,153,67,1.01,850.0,Cardio,29.3,3.4,3,2,40.26,"Holman Bear Crawl to Donkey Kick, Smith machine leg press, 90-degree jump squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
30,Male,121.6,2.0,179,160,60,1.24,1091.0,Cardio,28.0,3.3,4,2,30.4,"FYR2 Double-Kettlebell Ballin' Lunge, HM Couch Stretch, Single-leg box squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
